City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,union,40.6334,-74.2663,4.38,95,100,2.68,US,1674460479
280,moron,-34.6534,-58.6198,23.88,67,1,2.98,AR,1674460480
281,svetlopolyansk,59.4184,52.3605,-9.04,96,90,1.24,RU,1674460480
282,bowen,-20.0167,148.2333,26.86,72,51,5.96,AU,1674460480
283,mashhad,36.297,59.6062,2.08,60,5,3.09,IR,1674460480
284,buala,-8.145,159.5921,27.24,80,99,2.03,SB,1674460481
285,cidreira,-30.1811,-50.2056,22.31,87,0,1.86,BR,1674460481
286,san-pedro,4.7485,-6.6363,25.85,83,62,2.36,CI,1674460481
287,severo-kurilsk,50.6789,156.125,-9.11,64,55,4.23,RU,1674460482
288,mecca,21.4267,39.8261,25.66,55,0,0.63,SA,1674460201
289,zhangjiakou,40.81,114.8794,-15.86,33,4,9.5,CN,1674460344
290,tautira,-17.7333,-149.15,24.54,74,100,4.6,PF,1674460482
291,pohrebyshche,49.4864,29.2636,0.66,73,17,3.88,UA,1674460482
292,coihaique,-45.5752,-72.0662,9.97,71,0,2.57,CL,1674460482
293,kloulklubed,7.0419,134.2556,24.9,90,100,8.06,PW,1674460482
294,ulladulla,-35.35,150.4667,20.7,69,10,3.89,AU,1674460193
295,barcelos,41.5388,-8.6151,4.36,69,3,2.27,PT,1674460483
296,nome,64.5011,-165.4064,-16.96,60,0,11.32,US,1674460483
297,san buenaventura,13.3034,-4.8956,24.27,16,42,2.51,ML,1674460452
298,kerman,30.2832,57.0788,2.92,52,40,0.0,IR,1674460483
299,berekum,7.4534,-2.584,24.47,77,11,2.51,GH,1674460484
300,busko-zdroj,50.4708,20.7188,2.65,100,100,2.58,PL,1674460484
301,sao filipe,20.5113,76.2129,27.96,23,47,5.12,IN,1674460484
302,kapit,2.0167,112.9333,29.16,78,100,1.35,MY,1674460484
303,chanika,-5.4167,38.0167,28.53,53,100,2.32,TZ,1674460485
304,willowmore,-33.2926,23.4895,26.13,49,1,4.64,ZA,1674460485
305,port lincoln,-7.0349,29.7638,24.62,63,94,1.1,CD,1674460485
306,ancud,-41.8697,-73.8203,12.48,93,2,1.91,CL,1674460485
307,pacific grove,38.482,-90.7415,1.88,84,98,3.1,US,1674460485
308,jardim,-21.4803,-56.1381,21.45,98,100,1.17,BR,1674460485
309,bethel,41.3712,-73.414,3.2,86,100,0.89,US,1674460486
310,shubarshi,48.5872,57.1869,-5.57,62,28,3.18,KZ,1674460486
311,bandarbeyla,9.4942,50.8122,26.15,63,60,8.69,SO,1674460487
312,tulsipur,28.131,82.2973,24.66,18,0,4.19,NP,1674460202
313,banjar,-8.19,114.9675,30.13,64,42,1.54,ID,1674460487
314,gamba,-2.65,10.0,25.91,86,100,0.61,GA,1674460487
315,guerrero negro,17.6667,-100.0,15.75,83,0,1.97,MX,1674460488
316,sayansk,54.1088,102.1648,-29.99,82,63,4.11,RU,1674460488
317,saint-georges,12.0564,-61.7485,25.82,78,20,9.77,GD,1674460488
318,puri,19.8,85.85,31.29,49,25,2.84,IN,1674460488
319,cabedelo,-6.9811,-34.8339,25.37,83,11,3.89,BR,1674460488
320,sal rei,32.5694,35.9119,15.9,48,2,3.81,JO,1674460489
321,portland,45.5234,-122.6762,5.51,93,75,2.57,US,1674460317
322,razole,16.4833,81.8333,29.62,36,41,4.04,IN,1674460489
323,zhigansk,66.7697,123.3711,-40.89,99,80,1.66,RU,1674460489
324,porto novo,41.1496,-8.611,4.0,78,0,2.24,PT,1674460489
325,aflao,6.116,1.1914,28.07,83,75,3.09,TG,1674460489
326,tupelo,34.2576,-88.7034,6.16,86,100,0.0,US,1674460489
327,jumla,29.2747,82.1838,12.64,11,47,2.14,NP,1674460390
328,alofi,-19.0595,-169.9187,25.94,89,49,1.54,NU,1674460490
329,natori,38.1691,140.8823,2.95,60,40,1.54,JP,1674460490
330,porangatu,-13.4408,-49.1486,20.45,97,100,0.56,BR,1674460490
331,mbigou,-1.9005,11.906,22.5,89,98,1.76,GA,1674460490
332,zhoucheng,35.9122,116.3117,2.1,45,83,8.43,CN,1674460490
333,bellevue,47.6104,-122.2007,4.2,94,100,2.06,US,1674460490
334,uyuni,-20.4597,-66.825,11.91,56,100,1.03,BO,1674460491
335,samandag,36.0842,35.9771,15.3,60,0,4.11,TR,1674460491
336,wake forest,35.7835,-78.6331,6.77,94,100,3.09,US,1674460491
337,ovalle,-30.5983,-71.2003,19.37,73,0,1.67,CL,1674460491
338,pisco,-13.7,-76.2167,21.03,78,56,1.03,PE,1674460491
339,belaya gora,49.029,25.7706,2.46,80,84,3.94,UA,1674460491
340,cardston,49.2,-113.3019,-2.84,79,9,1.54,CA,1674460491
341,dingle,10.9995,122.6711,25.58,85,100,4.9,PH,1674460492
342,fatehabad,29.5167,75.45,22.66,26,3,3.35,IN,1674460492
343,khandyga,62.6667,135.6,-50.57,100,93,0.69,RU,1674460492
344,tiznit,29.5833,-9.5,11.2,42,0,1.48,MA,1674460492
345,missoula,47.0166,-113.8009,-13.29,96,95,0.92,US,1674460492
346,cabo san lucas,-8.2833,-35.0333,26.96,87,2,2.28,BR,1674460492
347,san borja,13.3034,-4.8956,24.27,16,42,2.51,ML,1674460455
348,margate,51.3813,1.3862,5.39,78,98,2.24,GB,1674460493
349,diamantino,-14.4086,-56.4461,21.03,97,76,1.9,BR,1674460493
350,tomatlan,19.9333,-105.25,17.51,95,11,1.54,MX,1674460493
351,uralets,57.6614,59.6497,-10.58,93,89,1.81,RU,1674460493
352,marfino,55.7028,37.3822,-3.24,85,100,3.0,RU,1674460493
353,along,28.1667,94.7667,23.41,30,41,0.83,IN,1674460493
354,whitehorse,60.7161,-135.0538,-2.57,86,75,5.14,CA,1674460494
355,killybegs,54.6333,-8.45,6.84,93,77,3.0,IE,1674460494
356,louis trichardt,0.408,9.4328,25.97,94,40,2.06,GA,1674460494
357,lithgow,-33.4833,150.15,16.42,88,28,1.59,AU,1674460494
358,tongchuan,35.0806,109.0897,-0.64,17,100,8.69,CN,1674460494
359,chumikan,54.7183,135.315,-29.54,84,99,6.1,RU,1674460495
360,nanortalik,60.1432,-45.2371,-4.81,59,100,4.15,GL,1674460495
361,yabrud,33.9674,36.6574,8.06,51,0,1.59,SY,1674460495
362,rajauri,33.3833,74.3,13.81,47,28,2.72,IN,1674460495
363,charcas,23.1333,-101.1167,9.21,84,90,4.25,MX,1674460496
364,stanovoye,52.7638,38.3582,-3.05,72,93,3.69,RU,1674460496
365,nishihara,26.1842,127.7558,21.03,73,75,3.6,JP,1674460496
366,mananjary,-21.2167,48.3333,23.9,93,100,2.65,MG,1674460496
367,male,4.1748,73.5089,30.97,70,40,6.17,MV,1674460454
368,beni suef,0.5,29.4667,27.41,38,100,1.1,CD,1674460497
369,mugur-aksy,50.35,90.5,-18.13,71,100,3.22,RU,1674460497
370,newport,51.5877,-2.9984,2.06,92,100,1.53,GB,1674460497
371,adrar,20.5022,-10.0711,13.68,17,0,4.45,MR,1674460497
372,montrose,38.4166,-108.2673,-8.64,93,100,1.52,US,1674460498
373,vestmanna,62.1564,-7.1664,6.51,100,100,6.17,FO,1674460498
374,yiyang,28.5892,112.3283,12.02,42,100,6.05,CN,1674460498
375,husavik,66.0449,-17.3389,-7.2,68,22,7.15,IS,1674460498
376,sao joao da barra,20.5113,76.2129,27.96,23,47,5.12,IN,1674460484
377,manokwari,-0.8667,134.0833,23.94,92,100,0.93,ID,1674460499
378,lata,40.1629,-8.3327,2.18,64,0,1.96,PT,1674460499
379,mattru,7.6244,-11.8332,22.67,85,24,1.11,SL,1674460499
380,greenfield,42.9614,-88.0126,-7.08,85,100,2.57,US,1674460499
381,faanui,-16.4833,-151.75,26.66,66,100,3.12,PF,1674460499
382,sur,22.5667,59.5289,21.4,38,0,6.3,OM,1674460500
383,jalu,29.0331,21.5482,13.61,34,0,4.13,LY,1674460500
384,xiongzhou,25.1167,114.3,13.84,74,100,3.48,CN,1674460500
385,yulara,-25.2406,130.9889,36.32,16,44,5.14,AU,1674460500
386,berlevag,70.8578,29.0864,1.0,64,0,14.4,NO,1674460500
387,dong hoi,4.895,12.0057,26.71,50,96,0.4,CM,1674460500
388,independence,39.0911,-94.4155,-2.31,90,6,0.45,US,1674460501
389,wadi musa,17.0667,76.9833,29.73,28,70,4.1,IN,1674460501
390,artyom,40.4723,50.333,6.08,57,4,4.69,AZ,1674460501
391,northam,51.0333,-4.2167,4.78,87,100,3.28,GB,1674460501
392,teacapan,22.55,-105.75,17.67,90,5,1.85,MX,1674460501
393,wajima,37.4,136.9,6.38,93,75,2.06,JP,1674460272
394,aklavik,68.2191,-135.0107,-23.09,91,100,5.3,CA,1674460502
395,kita,13.0349,-9.4895,22.82,20,51,1.04,ML,1674460502
396,kobryn,52.2138,24.3564,1.97,96,93,2.01,BY,1674460502
397,brandfort,-28.7001,26.4597,22.67,21,7,8.37,ZA,1674460502
398,tigil,57.8,158.6667,-30.73,96,6,0.93,RU,1674460502
399,inta,66.0317,60.1659,-6.59,93,100,8.7,RU,1674460502
400,kaabong,3.4836,34.1492,25.72,32,100,7.81,UG,1674460503
401,anadyr,64.75,177.4833,-22.72,63,0,3.0,RU,1674460503
402,talaya,61.3833,152.75,-31.64,99,100,2.76,RU,1674460503
403,purificacion,3.8587,-74.9313,21.87,71,75,0.74,CO,1674460503
404,zaysan,47.4667,84.8667,-18.85,82,7,1.15,KZ,1674460503
405,tamuin,21.9833,-98.75,17.94,75,100,2.22,MX,1674460504
406,lincoln,40.8,-96.667,-8.88,91,56,1.34,US,1674460504
407,itoman,26.1247,127.6694,21.43,73,75,3.6,JP,1674460504
408,amahai,-3.3333,128.9167,29.45,67,34,3.95,ID,1674460504
409,mitsamiouli,-11.3847,43.2844,25.58,87,100,8.42,KM,1674460505
410,hwange,-18.3693,26.5019,19.42,95,100,1.68,ZW,1674460505
411,tazmalt,36.3868,4.3989,3.55,91,100,1.1,DZ,1674460505
412,strezhevoy,60.7333,77.5889,-11.87,96,88,4.6,RU,1674460505
413,taos,36.4072,-105.5731,-0.78,55,0,6.17,US,1674460505
414,pionerskiy,54.9508,20.2275,-1.09,84,71,4.37,RU,1674460505
415,ahipara,-35.1667,173.1667,18.13,78,99,2.44,NZ,1674460506
416,boa vista,4.4296,8.9742,28.16,71,99,0.27,CM,1674460506
417,nataga,2.5436,-75.8085,14.08,83,39,1.4,CO,1674460506
418,itarantim,-15.6597,-40.0656,20.04,93,100,1.24,BR,1674460506
419,llanes,43.4198,-4.7549,6.05,67,68,0.27,ES,1674460506
420,altamont,42.2068,-121.7372,-1.23,71,68,1.34,US,1674460506
421,kenitra,34.261,-6.5802,2.42,80,0,2.15,MA,1674460507
422,dalbandin,28.8947,64.4101,7.52,27,0,3.05,PK,1674460507
423,solhan,38.9634,41.0293,3.82,51,0,2.36,TR,1674460507
424,ayan,56.45,138.1667,-30.27,62,100,4.96,RU,1674460507
425,cam ranh,-38.9838,-67.8222,20.12,28,0,3.93,AR,1674460507
426,matay,28.419,30.7792,16.31,64,0,5.86,EG,1674460508
427,beyneu,45.3167,55.2,1.45,25,0,4.78,KZ,1674460508
428,guangshui,31.6199,113.9978,8.31,58,75,7.89,CN,1674460508
429,atbasar,51.8,68.3333,-9.49,91,90,3.71,KZ,1674460508
430,holly hill,42.792,-83.6277,-1.19,95,95,0.45,US,1674460509
431,ucluelet,48.9329,-125.5528,6.16,87,100,1.34,CA,1674460509
432,valley station,45.1277,-116.1262,-9.66,94,53,1.8,US,1674460509
433,laguna,38.421,-121.4238,10.16,46,0,9.77,US,1674460509
434,luena,-11.7833,19.9167,21.63,67,100,5.05,AO,1674460509
435,vanimo,-2.6741,141.3028,27.5,78,100,1.97,PG,1674460510
436,maputo,-25.9653,32.5892,29.82,66,40,5.14,MZ,1674460370
437,amazar,53.858,120.875,-25.75,85,99,2.14,RU,1674460510
438,russell,32.3502,-85.1999,7.78,87,75,2.06,US,1674460510
439,valparaiso,-33.0393,-71.6273,17.49,100,75,1.54,CL,1674460510
440,meadow lake,45.5291,-102.2163,-0.15,88,100,7.84,US,1674460510
441,kjollefjord,70.9457,27.3465,0.9,69,0,8.23,NO,1674460510
442,izumo,35.3667,132.7667,8.94,76,75,1.03,JP,1674460368
443,ambilobe,-13.2,49.05,27.78,73,92,3.65,MG,1674460511
444,boke,10.9409,-14.2967,18.89,83,2,0.49,GN,1674460511
445,serenje,-13.2325,30.2352,16.18,97,100,4.27,ZM,1674460511
446,eureka,40.8021,-124.1637,8.29,81,32,2.68,US,1674460511
447,nizhniy odes,45.3926,39.2364,3.32,64,7,6.26,RU,1674460511
448,castletown,53.0281,-9.0686,6.27,93,99,1.58,IE,1674460512
449,port blair,-7.0349,29.7638,24.62,63,94,1.1,CD,1674460429
450,xuddur,4.1213,43.8894,30.0,37,5,9.41,SO,1674460512
451,oktyabrskiy,54.4815,53.471,-9.01,88,6,1.16,RU,1674460513
452,formoso do araguaia,-14.9467,-46.2319,19.61,94,100,0.65,BR,1674460513
453,joensuu,62.6012,29.7632,-7.73,93,100,3.6,FI,1674460513
454,vostok,46.4856,135.8833,-26.61,100,100,1.11,RU,1674460513
455,peniche,39.3558,-9.3811,5.81,84,0,5.18,PT,1674460513
456,taltal,-25.4,-70.4833,19.28,82,87,0.94,CL,1674460513
457,cheyenne,41.14,-104.8203,-4.45,86,100,4.92,US,1674460514
458,mingaora,34.7758,72.3625,10.12,61,69,0.74,PK,1674460514
459,alugan,12.2188,125.4808,26.85,81,63,6.77,PH,1674460514
460,oussouye,12.485,-16.5469,18.61,80,0,2.5,SN,1674460515
461,sanmenxia,34.7747,111.1814,1.52,22,82,8.93,CN,1674460515
462,urgut,39.4022,67.2431,-5.21,75,98,1.65,UZ,1674460515
463,riyadh,24.6877,46.7219,15.08,45,83,6.33,SA,1674460255
464,baturaja,-4.1333,104.1667,25.15,87,100,1.23,ID,1674460515
465,pskov,57.8136,28.3496,-4.05,100,100,2.0,RU,1674460515
466,kizukuri,40.8061,140.3861,-0.59,83,100,1.27,JP,1674460515
467,mweka,-4.85,21.5667,22.05,90,100,0.81,CD,1674460516
468,parabel,58.6978,81.4825,-10.45,94,98,1.89,RU,1674460516
469,nabire,-3.3667,135.4833,26.07,90,100,2.15,ID,1674460516
470,teguise,29.0605,-13.564,15.12,72,40,4.63,ES,1674460516
471,oranjemund,-28.55,16.4333,20.03,71,2,5.46,NA,1674460516
472,labuhan,-6.8844,112.2051,28.5,74,100,4.25,ID,1674460517
473,bermejillo,25.8833,-103.6167,10.02,21,12,2.53,MX,1674460517
474,glazov,58.1394,52.6584,-12.2,95,90,0.69,RU,1674460517
475,paamiut,61.994,-49.6678,-7.36,72,99,7.43,GL,1674460518
476,amboasary,-25.0333,46.3833,30.76,55,100,7.64,MG,1674460518
477,colares,38.7992,-9.4469,7.66,47,0,9.83,PT,1674460518
478,kropotkin,45.4375,40.5756,4.65,62,10,8.28,RU,1674460519
479,ondjiva,-17.0667,15.7333,20.02,88,75,3.6,AO,1674460519
480,tocopilla,-22.092,-70.1979,20.84,82,21,1.61,CL,1674460519
481,kildinstroy,68.8049,33.1,-5.83,73,0,4.0,RU,1674460519
